id,routine_id,bounce_index,skill_name,start_frame,end_frame,start_time,end_time,apex_time,apex_frame,start_height,end_height,apex_height
704,51,19,Tuck Jump,908,953,30.27,31.77,30.97,929,185,194,302
705,51,20,Barani,953,997,31.77,33.23,32.47,974,194,196,300
706,51,21,In/Out Bounce,997,1042,33.23,34.73,34.0,1020,196,182,298
752,88,0,,76,152,1.27,2.54,1.85,111,157,155,261
753,88,1,,152,231,2.54,3.85,3.19,191,155,155,339
754,88,2,,231,318,3.85,5.31,4.6,276,155,153,354
755,88,3,,318,407,5.31,6.79,6.04,362,153,172,362
756,88,4,,407,496,6.79,8.27,7.61,456,172,124,381
757,88,5,,496,594,8.27,9.91,9.23,553,124,169,324
758,88,6,,594,682,9.91,11.38,10.73,643,169,174,362
759,88,7,,682,770,11.38,12.85,12.15,728,174,131,373
760,88,8,,770,868,12.85,14.48,13.73,823,131,131,357
761,88,9,,868,965,14.48,16.1,15.35,920,131,151,333
762,88,10,,965,1052,16.1,17.55,16.82,1008,151,175,362
763,88,11,,1052,1142,17.55,19.05,18.32,1098,175,175,362
764,88,12,,1142,1230,19.05,20.52,19.82,1188,175,152,371
765,88,13,,1230,1318,20.52,21.99,21.24,1273,152,154,347
766,88,14,,1318,1372,21.99,22.89,22.47,1347,154,171,195
767,88,15,,1372,1412,22.89,23.56,23.21,1391,171,174,186
